Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$97K - $143K (Glassdoor est.),"About us

At Techstra Solutions, we help top companies and brands achieve the business value of Digital and Talent Transformation. We believe there are three components in successful business transformation: Business Strategy, Technology and Talent. It is the coming together of these three disciplines that enables companies to take full advantage of opportunities. It differentiates us. Our approach is holistic and all encompassing. We consider the full picture as we guide our clients on this journey.

About the Position

At Techstra Solutions we welcome the disruptive, innovative, creative and analytical to be a part of our team and help us build our company.

Our employees have an important responsibility – to help us co-create our future. We value and encourage input beyond the role for which you are hired. We believe in treating people with respect and are committed to demonstrating integrity in all that we do – internally, as well as externally with our clients, vendors, partners, and the world around us. This commitment is what makes Techstra Solutions a great place to work.

PositionTitle

Data Scientist

Location

New York City/North Carolina

Length of Assignment
Twelve month assignment (approximately) with the potential of additional assignments and/or opportunities to continue your career at the client organization or Techstra Solutions. We offer a competitive salary and benefits.

Position Overview
As a member of the team you will focus on revolutionizing a critical business process essential to the future of this Fortune 500 Company.

Imagine –

Creating a new experience for the target market
Applying the latest in everything from social media to digital and mobile technology
Leveraging data to build and measure the impact of your work
Challenging conventional thinking by taking advantage of the latest business approaches such as Agile

You are an innovator working side-by-side with “Gurus” (domain experts) and other subject matter experts (SME’s) who champion and value your contribution to the team as they help you take your skills to the next level. This experience is about engaging in meaningful work Day One.

Key Qualifications & Responsibilities

Driven by the highest ethical standards and values
Understanding in at least one modern analytical modeling tool like R, H2O, Spark MLLib; Knowledge of SAS a plus
Ability to collect, interpret, and disseminate relevant, accurate and actionable predictive data for project implementation
Create learning loops that generate insights drive growth and engagement across digital platforms
Assist in the development of services that will use data to create personalized and optimized experiences including measures of success
Keen eye for usability and user experience
Be responsible for the creation and implementation of the solution
Inquisitive – not afraid to network within the organization to ask relevant questions
Ability to know when to ask for help and resourceful in getting support
Excellent communicator (verbal, written, & presentation skills)
Team builder and facilitator of cross team discussions with proven ability to identify and remove roadblocks and resolve issues
High emotional intelligence and tact
Keen organizational, prioritization, time management and multitasking skills
Demonstrated Microsoft Suite skills proficiency
Ability to handle sensitive and confidential information appropriately

If you are a recent master’s graduate and would like to gain real experience and meaningful work with well-known brands and companies Techstra Solutions may be right for you. We enjoy a highly entrepreneurial environment and are a company that is positioned for significant growth. We have limited positions so please forward your resume to jobseekers@TechstraSolutions.com.

Need More??

Your individual area of expertise plays a critical role in our success. You will lead in your discipline and also participate as an essential member of the team. Let us help you achieve your full potential by surrounding you with a great team, outstanding Gurus, and our unique Techstra Solutions’ Bubble Wrap that supports your personal goals and accelerates your professional development. From the day you join, you will hit the ground running surrounded by amazing people. Here is a look of some of the expectations and responsibilities for this position:

Understand our target market
Create a new experience for the target by applying the data, your imagination and technology
Generate breakthrough ideas to attract and engage the target market
Apply the Techstra Way by delivering consistent, high quality work, managing across work flows, timelines and deliverables for vision
Collaborate with the Cohort Team, Gurus and the Client to gather and analyze data with quantitative or qualitative approaches, identifying alternatives when circumstances change
Communicate with the expanded team by leveraging technology to keep channels of communication and work flow timely
Deliver a project that plays to your skill set and career aspirations

As we set out to find the right people for this special project team, we will look for the following:

Key Attributes

Skills and experience
Values driven – highest ethical standards
Proven collaborators and team players
Courageous catalysts & communicators
Creativity, flexibility, adaptability
Proven ability to learn and apply new technologies and thinking

About Us

At Techstra Solutions we are experts in digital transformation, social business strategy, technology, innovation, and human capital management. We deliver our expertise through client consulting, innovative staffing solutions and software development. From strategy through implementation, we are dedicated to bringing our clients world-class business and talent solutions that fit strategic requirements and most importantly, deliver results.

Our Services

Digital Transformation

We transform to digital by applying the latest thinking and approaches to our consulting and talent management service offering.

Software Development

We enable our clients to realize their vision for collaborative technologies, analytics, and digital enablement (web, mobile, cloud, etc.).

Social Business

We construct social business strategies to take full advantage of the potential that social has to impact business. Our focus is broad and multifaceted to leverage all opportunities

Innovation

We unleash innovation so that it is no longer solely entrusted to R&D or small niche groups. To become more competitive, we help our clients tap into the ideas of their employees across the organization.

Talent Management

We empower the modern workforce by supplementing the client’s staff with our teams to accommodate key project deliverables, jump-start an initiative, or explore a strategic direction.

Equal Employment Opportunity Statement

Techstra Solutions maintains a strong policy of equal opportunity in employment. It is our objective to recruit, hire, and retain the most qualified individuals without regard to race, color, creed, religion, gender, national origin, age, pregnancy, marital status, sexual orientation, gender identity or expression, disability, veteran status, or any other characteristic or status protected by applicable federal, state, or local law. Our equal employment philosophy applies to all aspects of employment, including recruitment, compensation, benefits, training, promotions, transfers, job benefits, and terminations.

Techstra Solutions is a Drug Free Work Environment",4.4 ★,TECHSTRA SOLUTIONS4.4 ★,"New York, NY",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Lead Data Scientist,$102K - $163K (Employer est.),"Johnson & Johnson is recruiting for a Lead Data Scientist - Digital & Data Science Group - JJSC located in listed locations or Remote.
Caring for the world, one person at a time has inspired and united the people of Johnson & Johnson for over 130 years. We adopt research and science - bringing innovative ideas, products and services to advance the health and well-being of people.
With $82.6 billion in 2020 sales, Johnson & Johnson is the world's most comprehensive and broadly- based manufacturer of health care products, as well as a provider of related services, for the consumer, pharmaceutical, and medical devices markets. There are more than 260 Johnson & Johnson operating companies employing over 135,000 people and with products touching the lives of over a billion people every day, throughout the world. If you have the talent and desire to touch the world, Johnson & Johnson has the career opportunities to help make it happen.",4.2 ★,Johnson & Johnson4.2 ★,"Bridgewater, NJ",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Scientist,-1,"Wiliot was founded by the team that invented one of the technologies at the heart of 5G. Their next vision was to develop an IoT sticker, a computing element that can power itself by harvesting radio frequency energy, bringing connectivity and intelligence to everyday products and packaging, things previously disconnect from the IoT. This revolutionary mixture of cloud and semiconductor technology is being used by some of the world’s largest consumer, retail, food and pharmaceutical companies to change the way we make, distribute, sell, use and recycle products.
Our investors include Softbank, Amazon, Alibaba, Verizon, NTT DoCoMo, Qualcomm and PepsiCo.
We are looking for a data scientist with proven hands-on skills to join the team and build high-performing, scalable applications that turn time-series telemetry into data products. You will collaborate with great people from multiple disciplines to create innovative digital products and integrate them within the Sensing-as-a-Service cloud platform.

Requirements:

Responsibilities:",4.5 ★,Wiliot4.5 ★,Remote,1 to 50 Employees,2017,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$117K - $152K (Glassdoor est.),"Want to build a stronger, more sustainable future and cultivate your career? Join Cargill's global team of 160,000 employees who use new technologies, dynamic insights and over 157 years of experience to connect farmers with markets, customers with ingredients, and people and animals with the food they need to thrive.

Cargill, Incorporated seeks a full-time Senior Data Scientist. The Senior Data Scientist works collaboratively in multidisciplinary teams to develop complex proof of concepts, minimum viable products, and fully deployable solutions.

This position requires
a Master’s degree or equivalent in Applied Mathematics, Data Science, or a related field and 3 years related experience.
Must also have 12 months of experience (which may have been gained concurrently) with each of the following:
(1) analyzing and modeling data using mathematical and statistical concepts to understand complex business issues and provide insight to decision makers;
(2) implementing Machine Leaning algorithms using Python and cloud infrastructure, including AWS, Azure and GCP;
(3) developing computer vision, audio and forecasting models and deploying them using cloud and distributed computing resources including AWS;
(4) designing strategies and propose algorithms to analyze and leverage data from existing and new sources; and
(5) developing software programs, algorithms, dashboards, information tools and queries to clean, model, integrate and evaluate data sets.
Will accept experience gained before, during or after Master’s program.
All experience may have been gained concurrently.
Up to 10% of domestic travel required.
May telecommute from any location in the U.S.
HQ is located at 15407 McGinty Road West, Wayzata, MN 55391.
Please apply online at https://careers.cargill.com/

Equal Opportunity Employer, including Disability/Vet.",4 ★,Cargill4 ★,"Wayzata, MN",10000+ Employees,1865,Company - Private,Crop Production,Agriculture,Unknown / Non-Applicable
Senior Data Scientist,$151K - $200K (Glassdoor est.),"The Position
WHO WE ARE
Our Strategic Analytics & Intelligence (SAI) team isn’t just deciphering data. We’re here to help solve the world’s most complex healthcare challenges and improve the lives of patients.
With a mix of competitive intelligence, market research, data science, advanced analytics, access, and forecasting, SAI unlocks key insights for our internal partners that ultimately benefit healthcare providers and patients. Even if you’ve never worked in biotech, you’ll establish yourself as an expert alongside other specialists. Plus, you can gain new experiences across marketing disciplines, therapeutic areas, and commercial operations. The entire time, you’ll be surrounded by a diverse and inclusive team that aims to reflect the world we serve.",4.2 ★,Genentech4.2 ★,"San Francisco, CA",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Scientist,$104K - $145K (Employer est.),"Janssen Pharmaceuticals, Inc., a member of Johnson & Johnson's Family of Companies, is recruiting for a Data Scientist in Janssen Business Technology located in Titusville, NJ.
At the Janssen Pharmaceutical Companies of Johnson & Johnson, what matters most is helping people live full and healthy lives. We focus on treating, curing and preventing some of the most devastating and complex diseases of our time. And we pursue the most promising science, wherever it might be found.
The Janssen Pharmaceutical Companies of Johnson & Johnson provide medicines for an array of health concerns in several therapeutic areas. Our ultimate goal is to help people live healthy lives. We have produced and marketed many first-in-class prescription medications and are poised to serve the broad needs of the healthcare market - from patients to practitioners, from clinics to hospitals. For more about the Pharmaceutical Companies of Johnson & Johnson, visit: http://www.janssenpharmaceuticalsinc.com/ .",4.2 ★,Johnson & Johnson4.2 ★,"Titusville, NJ",10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD)
Data Scientist,$109K - $144K (Glassdoor est.),"We are a leading financial services provider committed to making decisions easier and lives better for our customers and colleagues around the world. From our environmental initiatives to our community investments, we lead with values throughout our business. To help us stand out, we help you step up, because when colleagues are healthy, respected and meaningfully challenged, we all thrive. Discover how you can grow your career, make impact and drive real change with our Winning Team today.
Working Arrangement
Hybrid
Job Description
Boston, Massachusetts
$83,440.00 USD - $154,960.00 USD
Company: John Hancock Life Insurance Company (U.S.A.)",4 ★,John Hancock4 ★,"Boston, MA",1001 to 5000 Employees,1862,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $100 million (USD)
Senior Data Scientist,$101K - $131K (Employer est.),"Company Description

Reverb is the largest online marketplace dedicated to buying and selling new, used, and vintage musical instruments. Since launching in 2013, Reverb has grown into a vibrant community of buyers and sellers all over the world. By focusing on inspiring content, price transparency, musician-focused eCommerce tools, a music-savvy customer service team, and more, Reverb has created an online destination where the global music community can connect over the perfect piece of music gear.
We believe that music makes the world a better place, which is why our mission is to make the world more musical. Sales on Reverb help support Reverb Gives, which provides youth music education programs across the world with instruments they need to make music.",4 ★,Reverb4 ★,"Chicago, IL",201 to 500 Employees,2013,Company - Public,Other Retail Stores,Retail & Wholesale,Unknown / Non-Applicable
Data Scientist,$70.00 - $75.00 Per Hour (Employer est.),"6 month contract to hire with Walmart Inc.
Job Description:
The 100% remote/W2 or H2B Transfer -Data Scientist is responsible for the analysis and visualization of data to provide insights and insights-based decisions. This position requires a high level of technical proficiency with data science tools, as well as the ability to communicate complex ideas effectively. The ideal candidate will be able to work independently and collaboratively with other team members, as well as in a team environment.
Qualifications:
Top Skills Details",-1,Slesha inc,Remote,-1,-1,-1,-1,-1,-1
Healthcare Data Scientist,-1,"Inovalon was founded in 1998 on the belief that technology, and data specifically, would empower the transformation of the entire healthcare ecosystem for the better, improving both outcomes and economics. At Inovalon, we believe that when our customers are successful in their missions, healthcare improves. Therefore, we focus on empowering them with data-driven solutions. And the momentum is building.
Together, as ONE Inovalon, we are a united force delivering solutions that address healthcare's greatest needs. Through our mission-based culture of inclusion and innovation, our organization brings value not just to our customers, but to the millions of patients and members they serve.
Overview:",3.1 ★,Inovalon3.1 ★,Remote,1001 to 5000 Employees,1998,Company - Private,Software Development,Information Technology,$500 million to $1 billion (USD)
Senior Data Scientist,$151K - $204K (Glassdoor est.),"Teamwork makes the stream work.
Roku is changing how the world watches TV
Roku is the #1 TV streaming platform in the US, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage consumers.
From your first day at Roku, you'll make a valuable - and valued - contribution. We're a fast-growing public company where no one is a bystander. We offer you the opportunity to delight millions of TV streamers around the world while gaining meaningful experience across a variety of disciplines.",4.1 ★,Roku4.1 ★,"Austin, TX",1001 to 5000 Employees,2002,Company - Public,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD)
Vitria Data Scientist,-1,"At Vitria, you will use your creativity and expertise to apply your machine learning experience to our VIA AIOps product, improving our customers’ operational processes and services. In this role you will:
Understand our customers’ business problems, industry context, and data sources as well as how our VIA AIOps product addresses them
Work closely with our customer facing teams, product managers, and engineers to drive analytics based product improvements in our VIA AIOps product
Build, tune, and evaluate models for real-time time-series analysis, the detection and correlation of anomalies across disparate data sets, etc.
Incorporate human-generated labels from our customers into your model development",3.6 ★,Vitria Technology3.6 ★,Remote,201 to 500 Employees,-1,Company - Private,Computer Hardware Development,Information Technology,$25 to $100 million (USD)
Data Scientist,$80K - $116K (Glassdoor est.),"The Data Scientist may be responsible for any of the following tasks: Analyzing data that is collected in our current and future products and services. The Data Scientist would need to be able to take this data and apply to the markets our products are in for us to better serve our customers. The Data Scientist must have good communication and organization skills, along with a working knowledge of day to day operations and priorities within their department and the company. Assume other duties as ssigned.
Now offering a 4.5-day workweek!




Qualifications: Bachelors or Masters Degree in Statistics or Mathematics preferred or any other quantitative discipline
Strong proficiencies in Python and its frameworks
Knowledge of the products and customers of the Auction and Heavy Equipment industries
Technical expertise regarding data models, database design and development, data mining and segmentation techniques
Strong skills working with technical aspects of SQL, R and Tableau
Knowledge of statistics and experience using statistical packages for analyzing large datasets
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing, and present findings
Excellent oral and written communication skills
Able to work independently and communicate within a team environment
Results oriented
Flexible and open to change
Stable and progressive work history
Professional appearance and demeanor,
Ability to travel by air and ground - valid driver’s license required
Able to work with minimal supervision.",3.1 ★,"Sandhills Global, Inc.3.1 ★","Lincoln, NE",1001 to 5000 Employees,1978,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $100 million (USD)
Data Scientist,-1,"At Trella Health, we are passionate and committed to our mission – empowering meaningful change in healthcare. Since our founding in 2015, we continue to grow our team, enhance our solution and services offerings, accelerate into new markets, and expand our customer base. We are rapidly growing and are looking for new Trellavators to join our team!
""What is a Trellavator?"" you ask. Innovate and elevate is the name of our game! We go above and beyond to collaborate with and support each other – we believe that when a colleague or customers succeeds, we succeed. By learning from others, building on our successes, and taking risks, we constantly raise the bar – continuous improvement is in our DNA. Our word is paramount, we keep our commitments, and we always follow through. We have a strong, reliable support system that fuels growth, collaboration, and passion – and together, we create a positive environment where everyone at Trella Health, including the customers we support, can thrive. Are you ready to learn more about the opportunities with our team? Trell-yeah you are!",4.8 ★,Trella Health4.8 ★,Remote,51 to 200 Employees,2015,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable
Data Scientist (C),$65.00 - $75.00 Per Hour (Employer est.),"The Team:
At Client’s Artificial Intelligence Center of Excellence (AI COE), you won’t be just tinkering around the edges, you’ll be building critical solutions that will benefit our clients for years to come. Collect requirements and deliver high value AI/ML solutions that drive customer, shareholder, and business value. The AI COE houses some of the highest caliber scientists, mathematicians and statisticians who implement the use of rigorous AI & quantitative approaches to ensure that we are efficiently building algorithms and technology relevant to the business or customer experience issue at hand. Those of us who love to work with data see this as the pinnacle of opportunities that you cannot find anywhere else in the industry. We are looking for an experienced Data Science AI Engineer to join our team at client you will play a critical role in developing and fine-tuning AI models using the Vertex.AI platform. The ideal candidate should have a strong background in natural language processing (NLP), machine learning, and software engineering. Your expertise in AI prompt engineering, coupled with proficiency in the Vertex.AI platform, will be essential in creating high-quality AI models to enhance the capabilities of client.",-1,IVID TEK INC,Remote,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
"Data Scientist, Analytics",$150K - $175K (Employer est.),"About Us:
At Parafin, our mission is to grow small businesses. Small businesses are the backbone of our economy, yet banks do not have their back. Parafin is a technology company that builds infrastructure which enables small businesses to get easy access to financial services via platforms they sell on.

Parafin's first product offers capital-as-a-service for online platforms. Parafin currently powers the capital programs of platforms ranging from Series B to post-IPO companies such as DoorDash, Amazon, and Worldpay. We are a tight-knit team of engineers and designers, coming from organizations such as Stripe, Square, Plaid, Coinbase, Robinhood, Affirm, Uber, and CERN, and are excited both about helping hundreds of thousands of small businesses grow and thrive, and building products that leaders at top companies have started to use every day.

We are backed by prominent venture capitalists such as Ribbit Capital, Thrive Capital, GIC, Index Ventures, Green Oaks Capital, and SV Angel.",4.6 ★,Parafin4.6 ★,"San Francisco, CA",51 to 200 Employees,2020,Company - Private,Financial Transaction Processing,Financial Services,Unknown / Non-Applicable
Jr Data Scientist,$92K - $131K (Glassdoor est.),"You will be working closely with SVP of Data Science Strategy and her agile small team to develop quick prototypes and collaborate with data science development team. You will be working in a Think-tank environment to solve all sort of data science projects and turn them into new applications prototypes.
You will use the right combination of methods, models, data, or analytic tools to transform data into actionable intelligence.
Join us and be part of a best-in-class data science team that wants to push the ML and AI boundaries in the Ad-tech and Mar-Tech worlds.

Responsibilities",3.8 ★,Choreograph3.8 ★,"New York, NY",10000+ Employees,2003,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
Data Scientist - AdTech,$75.00 Per Hour (Employer est.),"Title: Data Scientist - AdTech (23-34766)
Location: Santa Clara, CA (100% Remote, but looking for someone in Bay Area)
Duration: Contract:
Must have skills: Python Coding + Machine Learning + Data Science + Ad-Tech
Job Description:
Responsibilities:",-1,"Hayward Group, LLC","Santa Clara, CA",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Data Scientist,$81K - $123K (Glassdoor est.),"JOB DETAILS
JOB ID : INJS1002
POSITION : DATA SCIENTIST
JOB TYPE : W2
LOCATION : RICHMOND, VA
EMAIL : CAREERS@INNOVITUSA.COM
DESCRIPTION :
JOB DESCRIPTION:
1. DEVELOP DECISION SUPPORT TOOLS TO HELP SOLVE BUSINESS PROBLEMS
2. INTERFACING WITH INTERNAL CUSTOMERS TO UNDERSTAND THE BUSINESS AND IDENTIFY OPPORTUNITIES FOR IMPROVEMENT
3. IDENTIFYING SOLUTION TECHNIQUES AND IMPLEMENTING THEM INDEPENDENTLY, WITH EXTERNAL VENDORS, THROUGH ACADEMIC ALLIANCES, OR WITH BNSF TECHNOLOGY SERVICES TEAMS
4. INTERFACING WITH BNSF TECHNOLOGY SERVICES PERSONNEL TO UNDERSTAND EXISTING DATA STRUCTURES AND IT PROCESSES
5. WORKING WITH END-USERS TO VALIDATE AND ENHANCE THE TOOLS
6. IDENTIFYING AND INITIATING NEW PROJECTS PART OF TECHNOLOGY INITIATIVES
7. COMMUNICATING STATUS AND FINDINGS TO SENIOR MANAGEMENT AND KEY STAKEHOLDERS
8. EXTRACTING AND CLEANING LARGE VOLUMES OF DATA TO DERIVE INSIGHTS THAT CAN BE USED FOR PROCESS IMPROVEMENTS.
9. STRONG PROGRAMING SKILLS IN R, PYTHON, HADOOP
10. PRACTICAL EXPERIENCE APPLYING QUANTITATIVE TECHNIQUES TO SOLVE REAL-WORLD PROBLEMS
11. EXCELLENT WRITTEN, VERBAL, AND INTERPERSONAL COMMUNICATION SKILLS
12. ABILITY TO IDENTIFY UNDERLYING PROBLEMS AND APPROPRIATE TECHNIQUES FOR SOLVING THEM
13. ABILITY TO MANIPULATE AND EXTRACT INFORMATION FROM VERY LARGE, COMPLEX DATA SETS",4.5 ★,InnovIT USA4.5 ★,"Richmond, VA",51 to 200 Employees,-1,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"Bamboo Health is a leader in cloud-based care coordination software and analytics solutions focused on patients with complex needs, including those suffering from physical health and mental health issues and substance use disorders. We are driven by our mission of enabling better care for patients across the continuum. Our software solutions help healthcare professionals collaborate on shared patients across the spectrum of care. Join us in improving healthcare for all!
Summary:
The Data Scientist will live and breathe data and be excited about building user-facing data products. They will work with the Product Development team, Health Data Science team, other internal stakeholders, and external stakeholders to develop data-driven solutions powered by our unique data pipeline. The Data Scientist will excel at creative problem solving, cross-team collaboration, and thinking independently about how to utilize data to address the challenges our customers face.",3.4 ★,Bamboo Health3.4 ★,Remote,201 to 500 Employees,1994,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Senior Data Scientist,$132K - $177K (Glassdoor est.),"Major Purpose:
A Senior Data Scientist for Market Regulation Technology will work to establish and institutionalize data science and machine learning best practices as FINRA moves to ML based pattern development. The development product for this move will be the creation of the Dynamic Surveillance Platform.
Essential Job Functions:
Development of the ML Framework within the Dynamic Surveillance Platfor
Work closely with multiple FINRA businesses to build the ML Framewor
Collaborate with Data Engineers to specify Data Framework features",4.1 ★,Finra4.1 ★,"New York, NY",1001 to 5000 Employees,2007,Nonprofit Organization,Investment & Asset Management,Financial Services,$500 million to $1 billion (USD)
Data Scientist Co-op - Masters Degree,$31.00 - $37.00 Per Hour (Employer est.),"About the Company
At Torc, we have always believed that autonomous vehicle technology will transform how we travel, move freight, and do business.
A leader in autonomous driving since 2007, Torc has spent over a decade commercializing our solutions with experienced partners. Now a part of the Daimler family, we are focused solely on developing software for automated trucks to transform how the world moves freight.
Join us and catapult your career with the company that helped pioneer autonomous technology, and the first AV software company with the vision to partner directly with a truck manufacturer.",4.3 ★,Torc Robotics4.3 ★,"Austin, TX",501 to 1000 Employees,2007,Company - Private,Software Development,Information Technology,$25 to $100 million (USD)
Data Scientist,$86K - $126K (Glassdoor est.),"If you are an enthusiastic individual who likes to work on a range of cutting-edge problems, in a unique field that brings together big data, machine learning, information retrieval and software development, Bilin Technology is looking for a Data Scientist to join our Engineering team in Boston MA
You will be a key member of the data science team with potential to grow into a bigger role.
Our work spans from information retrieval to real-time computation of core optimization algorithms, post-hoc data modeling, analysis and reporting.
Our research and development efforts focus on developing new capabilities to meet the expanding scope of our business, as well as improving the performance and scalability of our current optimization and measurement platform.",3.5 ★,Bilin Technology3.5 ★,"Boston, MA",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
Data Scientist,$107K - $160K (Glassdoor est.),"Responsibilities:
The individual with work with the CTO team to enhance our existing geolocation products along with new complementary datasets. They would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product. The main focus would be on applying statistical modeling to various structured and unstructured geolocation data for verifying the quality and integrity of the data, cleansing the data and extracting trading signals along with using them to calibrate existing forecasting models. It would be also required to write research reports describing our data and its applications. Part of the role will entail interaction with the business development team on client driven projects.
The individual should demonstrate strong ability to work on a fast paced environment, proven record of working with innovative product teams and be ambitious to participate in shaping the direction of the newly formed geolocation data industry.",-1,Advan Research Corporation,"New York, NY",1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable
Lead Data Scientist,$104K - $139K (Glassdoor est.),"Job Title - Lead Data Scientist
Location - REMOTE
Tax Term (W2, C2C) - W2/C2C
Position Type(Contract/permanent) - CONTRACT
Project Duration - 12+ MONTHS
Client company - The client is headquartered in Phoenix and is a leader in the environmental services industry.",4.7 ★,HYR Global Source Inc4.7 ★,"Naperville, IL",51 to 200 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,$88K - $129K (Glassdoor est.),"ABOUT THE COMPANY
Our founders, food industry veterans Mike and Tisha, knew that food wasn't what it used to be, so they wanted to make it better - by creating a new kind of farm. A farm that grows up to 300 times more food than an ordinary farm on a smaller footprint, without a drop of pesticides. Farms powered with 100% renewable energy, growing with 95% less water and delivering food within 48 hours for longer freshness for our customers and less food waste.
80 Acres Farms is a vertical farming leader, operating commercial farms in Ohio, Kentucky, and soon-to-be Georgia in addition to research and development farms in Arkansas and The Hauge, Netherlands. All farms utilize state-of-the-art technology and analytics developed by the Company's subsidiary, Infinite Acres.",3.4 ★,80 Acres Farms3.4 ★,"Hamilton, OH",Unknown,-1,Company - Public,Crop Production,Agriculture,Unknown / Non-Applicable
Data Scientist - Fraud,-1,"Data Scientist, Fraud

At Radial, our employees are the forefront of ecommerce, bringing beloved brands to consumers through our fulfillment, customer care and technology solutions. We are fueling the future of retail, which means you are, too. When you work for Radial, you join a global community of changemakers, where the work is critical, and the culture is fun. We depend on our workforce to overcome real-world challenges every day and encourage you to carve your own career path while shaping our future together.
Radial, the leader in omnichannel commerce technologies and operations has an exciting opening for a Data Scientist. Radial’s omnichannel solutions use cutting-edge technology and analytics to optimize the e-commerce end to end processes reducing costs for our customer while enhancing the consumer experience.



The Data Scientist, is responsible for identifying, developing, enabling, and optimizing Radial’s fraud risk technology to enhance our Fraud Risk Decisioning. This includes working with internal and external partners to identify and implement the key fraud risk technologies that enable Radial to increase the speed and accuracy of all fraud review decisions. The Data Scients will work closely with fraud department to optimize and manage the fraud risk decisioning tools for all incoming orders. This role is a terrific opportunity to work in the dynamic space of e-commerce fraud to solve complex problems using big data technologies. The department uses a wide variety of systems, tools, and algorithms to evaluate data, execute their investigation and develop an efficient analytical workflow including machine learning models, velocity detection and behavior analytics.",2.9 ★,"Radial, Inc.2.9 ★",Remote,5001 to 10000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable
Data Scientist,-1,"EUROPE
REMOTE
We are Assetario
We love data. We are gamers. We are engineers. Phenomenal team of MIT graduates, technical experts and advisors who lead multi-billion-dollar businesses.
Our engineering and data teams cooperate with the goal of building a smart platform to process your users’ data, to drive personalised app experiences. Our platform processes hundreds of terabytes of data with tens of millions of daily active users with hundreds of ML models in production.
What you’ll be responsible for:",-1,Assetario,Remote,-1,-1,-1,-1,-1,-1
Data Scientist,$85K - $205K (Employer est.),"At PayPal (NASDAQ: PYPL), we believe that every person has the right to participate fully in the global economy. Our mission is to democratize financial services to ensure that everyone, regardless of background or economic standing, has access to affordable, convenient, and secure products and services to take control of their financial lives.
Job Description Summary: We are looking for a Data Scientist with exceptional problem-solving skills, strong business-oriented mindset, robust bias for action and deep intellectual curiosity to develop and deploy analytics and insight solutions to unlock potential commercial opportunities for PayPal, drive initiatives to optimize sales operations and partner on strategic projects with other stakeholders and teams. You will be a part of PayPal’s Global Analytics and Data Science organization, working alongside a team of solution-focused, results-driven, energetic and collaborative Data Scientists and Business Analysts to solve some of the most challenging analytical problems with significant and direct impact to PayPal’s growth and continued leadership in the payment space. You will serve as the analytical expert and trusted thought partner by working extremely closely with PayPal’s Global and Enterprise Account sales team. And you will be interacting with a wide range of cross-functional teams on a regular basis.
PayPal is committed to fair and equitable compensation practices.

Actual Compensation is based on various factors including but not limited to work location, and relevant skills and experience.

The total compensation for this practice may include an annual performance bonus (or other incentive compensation, as applicable), equity, and medical, dental, vision, and other benefits. For more information, visit https://www.paypalbenefits.com.

The U.S. national annual pay range for this role is $84500 to $204600",3.9 ★,PayPal3.9 ★,"New York, NY",10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD)
